"PMN_CODE","COUNTRYCODE","MTC_CHR","GPRS_CHR","SMST_CHR","SMSO_CHR","MOC_CHR_TO_THAILAND","MOC_CHR_LOCAL","MOC_CHR_INTER","GMT_OFFSET","GPRS_MIN","GPRS_ROUND","CHARGE_TYPE","IDD_ACCESS_CODE","ROAMINGAREANUMBER"
"HKGPP","852",34000,550,0,16000,71000,13000,77000,8,1,1,"1",,
"HKGSM","852",34000,550,0,16000,71000,13000,77000,8,1,1,"1",,
"HKGTC","852",34000,550,0,16000,71000,13000,77000,8,1,1,"1",,
"HNDME","504",100000,420,0,12000,90000,32000,95000,-6,1,1,"1",,
"HRVCN","385",65000,400,0,12000,130000,30000,120000,1,1,1,"1",,
"HRVVI","385",65000,400,0,12000,130000,30000,120000,1,1,1,"1",,
"HUNH1","36",60000,900,0,10000,112000,20000,65000,3,1,1,"1",,
"HUNH2","36",60000,900,0,10000,112000,20000,65000,3,1,1,"1",,
"HUNVR","36",60000,900,0,10000,112000,20000,65000,3,1,1,"1",,
"IDN89","62",36000,470,0,12000,120000,21000,143000,7,1,1,"1",,
"IDNEX","62",36000,470,0,12000,120000,21000,143000,7,1,1,"1",,
"IDNLT","62",36000,470,0,12000,120000,21000,143000,7,1,1,"1",,
"IDNSL","62",36000,470,0,12000,120000,21000,143000,7,1,1,"1",,
"IDNTS","62",36000,470,0,12000,120000,21000,143000,7,1,1,"1",,
"IND02","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND03","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND04","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND05","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND07","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND09","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND17","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND18","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND19","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND20","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND21","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND22","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND23","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND24","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND25","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND26","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND27","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND28","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND29","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDA1","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDA2","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDA3","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDA4","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDA5","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDA6","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDA7","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDA8","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDA9","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDAC","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDAT","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDB1","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDBI","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDBK","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDBL","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDBM","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDBO","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDBT","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDCC","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDE1","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDEH","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDEK","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDEU","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDF1","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDH1","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDHM","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDIB","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDID","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDIH","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDIK","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDIM","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDIO","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDIR","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDIT","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDIU","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDIW","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDJB","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDJH","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDMB","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDMP","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDMT","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDRC","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDRM","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDSC","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDSK","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDSP","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDT0","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDT1","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDT2","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDT3","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDT4","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDT5","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDT6","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDT7","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDT8","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDT9","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDTB","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDTD","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDTG","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDTH","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDTK","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDTM","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDTO","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDTP","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDTR","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"INDWB","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IRLDF","353",64000,490,0,10000,132000,20000,50000,0,1,1,"1",,
"IRLEC","353",64000,490,0,10000,132000,20000,50000,0,1,1,"1",,
"IRLME","353",64000,490,0,10000,132000,20000,50000,0,1,1,"1",,
"IRN11","98",60000,130,0,12000,75000,25000,60000,4.3,1,1,"1",,
"IRNKI","98",60000,130,0,12000,75000,25000,60000,4.3,1,1,"1",,
"IRNMI","98",60000,130,0,12000,75000,25000,60000,4.3,1,1,"1",,
"IRQAT","964",95000,500,0,15000,168000,35000,150000,3,1,1,"1",,
"ISLPS","354",60000,650,0,12000,75000,25000,60000,10,1,1,"1",,
"ISLTL","354",60000,650,0,12000,75000,25000,60000,10,1,1,"1",,
"ISR01","9726",78000,640,0,31000,148000,44000,142000,2,1,1,"1",,
"ISRCL","9726",78000,640,0,31000,148000,44000,142000,2,1,1,"1",,
"ITAOM","39",68000,570,0,13000,126000,42000,83000,1,1,1,"1",,
"ITASI","39",68000,570,0,13000,126000,42000,83000,1,1,1,"1",,
"JAMDC","1876",110000,200,0,18000,148000,38000,148000,5,1,1,"1",,
"JAMK9","1876",110000,0,0,18000,148000,38000,148000,5,0,0,"1",,
"JORFL","962",77000,740,0,15000,115000,44000,97000,3,1,1,"1",,
"JORMC","962",77000,740,0,15000,115000,44000,97000,3,1,1,"1",,
"JORUM","962",77000,740,0,15000,115000,44000,97000,3,1,1,"1",,
"JPNDO","81",26000,670,0,12000,80000,26000,85000,9,1,1,"1",,
"JPNJP","81",26000,670,0,12000,80000,26000,85000,9,1,1,"1",,
"KAZKT","7",64000,650,0,6000,148000,25000,90000,6,1,1,"1",,
"KAZKZ","7",64000,650,0,6000,148000,25000,90000,6,1,1,"1",,
"KENEC","254",100000,230,0,15000,165000,20000,135000,3,1,1,"1",,
"KENK8","254",100000,230,0,15000,165000,20000,135000,3,1,1,"1",,
"KENK9","254",100000,230,0,15000,165000,20000,135000,3,1,1,"1",,
"KENKC","254",100000,230,0,15000,165000,20000,135000,3,1,1,"1",,
"KGZK8","996",75000,0,0,8000,110000,25000,190000,6,0,0,"1",,
"KGZMC","996",75000,300,0,8000,110000,25000,190000,6,1,1,"1",,
"KHMCC","855",48000,500,0,12000,86000,30000,91000,0,1,1,"1",,
"KHMGM","855",48000,500,0,12000,86000,30000,91000,0,1,1,"1",,
"KHML1","855",48000,500,0,12000,86000,30000,91000,0,1,1,"1",,
"KHMSH","855",48000,500,0,12000,86000,30000,91000,0,1,1,"1",,
"KHMSM","855",48000,500,0,12000,86000,30000,91000,0,1,1,"1",,
"KHMST","855",48000,500,0,12000,86000,30000,91000,0,1,1,"1",,
"KHMVC","855",48000,500,0,12000,86000,30000,91000,0,1,1,"1",,
"KNAK9","1",110000,0,0,18000,148000,38000,148000,-4,0,0,"1",,
"KORKF","82",56000,500,0,13000,75000,32000,79000,9,1,1,"1",,
"KORSK","82",56000,500,0,13000,75000,32000,79000,9,1,1,"1",,
"KWTKT","965",70000,740,0,22000,157000,39000,145000,3,1,1,"1",,
"KWTMT","965",70000,740,0,22000,157000,39000,145000,3,1,1,"1",,
"KWTNM","965",70000,740,0,22000,157000,39000,145000,3,1,1,"1",,
"LAOAS","856",26000,420,0,17000,32000,16000,46000,7,1,1,"1",,
"LAOET","856",26000,420,0,17000,32000,16000,46000,7,1,1,"1",,
"LAOTC","856",26000,420,0,17000,32000,16000,46000,7,1,1,"1",,
"LAOTL","856",26000,420,0,17000,32000,16000,46000,7,1,1,"1",,
"LBNFL","961",40000,650,0,15000,40000,25000,40000,2,1,1,"1",,
"LBNLC","961",40000,650,0,15000,40000,25000,40000,2,1,1,"1",,
"LCAK9","1758",110000,0,0,18000,148000,38000,148000,-4,0,0,"1",,
"LIEMK","423",48000,570,0,13000,120000,35000,80000,1,1,1,"1",,
"LKA71","94",58000,200,0,11000,130000,15000,140000,5.3,1,1,"1",,
"LKAAT","94",58000,200,0,11000,130000,15000,140000,5.3,1,1,"1",,
"LKACT","94",58000,200,0,11000,130000,15000,140000,5.3,1,1,"1",,
"LKADG","94",58000,200,0,11000,130000,15000,140000,5.3,1,1,"1",,
"LKAHT","94",58000,200,0,11000,130000,15000,140000,5.3,1,1,"1",,
"LTU03","370",95000,800,0,15000,168000,35000,150000,3,1,1,"1",,
"LTUMT","370",95000,800,0,15000,168000,35000,150000,3,1,1,"1",,
"LTUOM","370",95000,800,0,15000,168000,35000,150000,3,1,1,"1",,
"LUXPT","352",60000,650,0,12000,75000,25000,60000,2,1,1,"1",,
"LUXTG","352",60000,650,0,12000,75000,25000,60000,2,1,1,"1",,
"LVABC","371",60000,200,0,11000,120000,15000,110000,2,1,1,"1",,
"LVABT","371",60000,200,0,11000,120000,15000,110000,2,1,1,"1",,
"LVALM","371",60000,200,0,11000,120000,15000,110000,2,1,1,"1",,
"MACCT","853",48000,650,0,16000,60000,16000,48000,8,1,1,"1",,
"MACHT","853",48000,650,0,16000,60000,16000,48000,8,1,1,"1",,
"MACSM","853",48000,650,0,16000,60000,16000,48000,8,1,1,"1",,
"MARM1","212",115000,650,0,20000,240000,70000,200000,0,1,1,"1",,
"MCOK9","377",52000,0,0,16000,220000,25000,260000,1,1,1,"1",,
"MDAK9","373",45000,250,0,6000,148000,18000,170000,3,1,1,"1",,
"MDAMC","373",45000,250,0,6000,148000,18000,170000,3,1,1,"1",,
"MDGAN","261",65000,800,0,12000,130000,30000,120000,1,1,1,"1",,
"MDGCO","261",65000,800,0,12000,130000,30000,120000,1,1,1,"1",,
"MDGK9","261",65000,800,0,12000,130000,30000,120000,1,1,1,"1",,
"MDV01","960",56000,510,0,17000,95000,13000,120000,5,1,1,"1",,
"MDVWM","960",56000,510,0,17000,95000,13000,120000,5,1,1,"1",,
"MEXK9","52",91000,350,0,13000,116000,35000,98000,-5,1,1,"1",,
"MEXTL","52",91000,350,0,13000,116000,35000,98000,-5,1,1,"1",,
"MKDNO","389",95000,800,0,15000,168000,35000,150000,1,1,1,"1",,
"MLTGO","356",95000,500,0,15000,168000,35000,150000,1,1,1,"1",,
"MLTTL","356",95000,500,0,15000,168000,35000,150000,1,1,1,"1",,
"MMRPT","95",60000,60,0,12000,45000,25000,80000,6.5,1,1,"1",,
"MNEK8","382",95000,400,0,15000,168000,35000,150000,2,1,1,"1",,
"MNEK9","382",95000,400,0,15000,168000,35000,150000,2,1,1,"1",,
"MNEMT","382",95000,400,0,15000,168000,35000,150000,2,1,1,"1",,
"MNGMC","976",95000,800,0,15000,168000,35000,150000,8,1,1,"1",,
"MNGMN","976",95000,800,0,15000,168000,35000,150000,8,1,1,"1",,
"MOZ01","258",60000,340,0,10000,75000,25000,125000,2,1,1,"1",,
"MSRK9","1664",110000,0,0,18000,148000,38000,148000,-4,0,0,"1",,
"MUSCP","230",95000,650,0,16000,95000,25000,95000,4,1,1,"1",,
"MUSEM","230",95000,650,0,16000,95000,25000,95000,4,1,1,"1",,
"MWICT","265",105000,200,0,12000,120000,40000,120000,0,1,1,"1",,
"MYSBC","60",50000,470,0,16000,76000,15000,86000,8,1,1,"1",,
"MYSCC","60",50000,470,0,16000,76000,15000,86000,8,1,1,"1",,
"MYSMI","60",50000,470,0,16000,76000,15000,86000,8,1,1,"1",,
"MYSMT","60",50000,470,0,16000,76000,15000,86000,8,1,1,"1",,
"NAMK9","264",90000,0,0,12000,100000,23000,100000,0,0,0,"1",,
"NGAET","234",90000,500,0,14000,70000,20000,130000,1,1,1,"1",,
"NGAMN","234",90000,500,0,14000,70000,20000,130000,1,1,1,"1",,
"NICEN","505",95000,200,0,11000,155000,36000,235000,-6,1,1,"1",,
"NLDLT","31",58000,600,0,14000,99000,36000,70000,2,1,1,"1",,
"NLDPN","31",58000,600,0,14000,99000,36000,70000,2,1,1,"1",,
"NLDPT","31",58000,600,0,14000,99000,36000,70000,2,1,1,"1",,
"NORNC","47",27000,320,0,10000,58000,28000,40000,1,1,1,"1",,
"NORNN","47",27000,320,0,10000,58000,28000,40000,1,1,1,"1",,
"NORTM","47",27000,320,0,10000,58000,28000,40000,1,1,1,"1",,
"NPLM2","977",60000,400,0,9000,55000,22000,50000,5.45,1,1,"1",,
"NPLNM","977",60000,400,0,9000,55000,22000,50000,5.45,1,1,"1",,
"NZLBS","64",49000,500,0,12000,90000,21000,79000,12,1,1,"1",,
"NZLNH","64",49000,500,0,12000,90000,21000,79000,12,1,1,"1",,
"NZLTM","64",49000,500,0,12000,90000,21000,79000,12,1,1,"1",,
"OMNGT","968",102000,390,0,16000,139000,42000,135000,4,1,1,"1",,
"OMNNT","968",102000,390,0,16000,139000,42000,135000,4,1,1,"1",,
"PAKMK","92",55000,320,0,10000,39000,19000,42000,5,1,1,"1",,
"PAKPL","92",55000,320,0,10000,39000,19000,42000,5,1,1,"1",,
"PAKTP","92",55000,320,0,10000,39000,19000,42000,5,1,1,"1",,
"PAKUF","92",55000,320,0,10000,39000,19000,42000,5,1,1,"1",,
"PAKWA","92",55000,320,0,10000,39000,19000,42000,5,1,1,"1",,
"PANCL","507",82000,500,0,21000,130000,32000,120000,-5,1,1,"1",,
"PANCW","507",82000,500,0,21000,130000,32000,120000,-5,1,1,"1",,
"PANK9","507",82000,500,0,21000,130000,32000,120000,-5,1,1,"1",,
"PERTM","51",65000,400,0,12000,130000,30000,120000,-5,1,1,"1",,
"PHLDG","63",37000,510,0,12000,73000,12000,91000,8,1,1,"1",,
"PHLGT","63",37000,510,0,12000,73000,12000,91000,8,1,1,"1",,
"PHLSR","63",37000,510,0,12000,73000,12000,91000,8,1,1,"1",,
"PNGDP","675",95000,750,0,15000,168000,35000,150000,10,1,1,"1",,
"PNGK9","675",95000,750,0,15000,168000,35000,150000,10,1,1,"1",,
"PNGPM","675",95000,750,0,15000,168000,35000,150000,10,1,1,"1",,
"POL02","48",48000,600,0,9000,130000,35000,70000,2,1,1,"1",,
"POL03","48",48000,600,0,9000,130000,35000,70000,2,1,1,"1",,
"POLKM","48",48000,600,0,9000,130000,35000,70000,2,1,1,"1",,
"PRICL","1787",44000,330,0,12000,92000,46000,97000,-4,1,1,"1",,
"PRTOP","351",66000,460,0,15000,140000,29000,70000,0,1,1,"1",,
"PRTTL","351",66000,460,0,15000,140000,29000,70000,0,1,1,"1",,
"PRTTM","351",66000,460,0,15000,140000,29000,70000,0,1,1,"1",,
"PRYHT","595",85000,400,0,10000,120000,32000,120000,-4,1,1,"1",,
"PRYK9","595",85000,400,0,10000,120000,32000,120000,-4,1,1,"1",,
"QATB1","974",140000,590,0,18000,106000,43000,112000,3,1,1,"1",,
"QATQT","974",140000,590,0,18000,106000,43000,112000,3,1,1,"1",,
"REU02","262",60000,0,0,12000,75000,25000,60000,4,0,0,"1",,
"ROMCS","40",65000,400,0,12000,130000,30000,120000,3,1,1,"1",,
"ROMMF","40",65000,400,0,12000,130000,30000,120000,3,1,1,"1",,
"ROMMR","40",65000,400,0,12000,130000,30000,120000,3,1,1,"1",,
"RUS01","7",58000,650,0,13000,195000,38000,170000,8,1,1,"1",,
"RUS16","7",58000,650,0,13000,195000,38000,170000,8,1,1,"1",,
"RUS17","7",58000,650,0,13000,195000,38000,170000,8,1,1,"1",,
"RUSBD","7",58000,650,0,13000,195000,38000,170000,8,1,1,"1",,
"RUSKH","7",58000,650,0,13000,195000,38000,170000,8,1,1,"1",,
"RUSNW","7",58000,650,0,13000,195000,38000,170000,8,1,1,"1",,
"RUSSC","7",58000,650,0,13000,195000,38000,170000,8,1,1,"1",,
"RUSUT","7",58000,650,0,13000,195000,38000,170000,8,1,1,"1",,
"SAUAJ","966",62000,670,0,19000,132000,40000,120000,3,1,1,"1",,
"SAUET","966",62000,670,0,19000,132000,40000,120000,3,1,1,"1",,
"SAUZN","966",62000,670,0,19000,132000,40000,120000,3,1,1,"1",,
"SENK9","221",65000,0,0,18000,270000,80000,270000,0,0,0,"1",,
"SGPM1","65",45000,300,0,12000,60000,19000,62000,8,1,1,"1",,
"SGPSH","65",45000,300,0,12000,60000,19000,62000,8,1,1,"1",,
"SGPST","65",45000,300,0,12000,60000,19000,62000,8,1,1,"1",,
"SLVTP","503",90000,450,0,9000,115000,35000,115000,-6,1,1,"1",,
"SRBNO","381",55000,320,0,7000,250000,32000,250000,1,1,1,"1",,
"SURK9","597",58000,600,0,18000,80000,26000,80000,-3,1,1,"1",,
"SURUQ","597",58000,600,0,18000,80000,26000,80000,-3,1,1,"1",,
"SVKET","421",65000,450,0,12000,125000,24000,99000,1,1,1,"1",,
"SVKGT","421",65000,450,0,12000,125000,24000,99000,1,1,1,"1",,
"SVNMT","386",95000,800,0,15000,168000,35000,150000,2,1,1,"1",,
"SVNSM","386",95000,800,0,15000,168000,35000,150000,2,1,1,"1",,
"SWEEP","46",50000,250,0,15000,92000,34000,57000,2,1,1,"1",,
"SWEIQ","46",50000,250,0,15000,92000,34000,57000,2,1,1,"1",,
"SWETR","46",50000,250,0,15000,92000,34000,57000,2,1,1,"1",,
"TCAK9","1649",110000,0,0,18000,148000,38000,148000,-5,0,0,"1",,
"TCDCT","235",90000,470,0,14000,250000,42000,260000,0,1,1,"1",,
"TGOK9","228",65000,0,0,15000,38000,19000,125000,0,0,0,"1",,
"TKMBC","993",80000,0,0,14000,310000,39000,280000,5,0,0,"1",,
"TKMK8","993",80000,0,0,14000,310000,39000,280000,5,0,0,"1",,
"TLSTC","670",52000,200,0,29000,66000,29000,95000,7,1,1,"1",,
"TLSTL","670",52000,200,0,29000,66000,29000,95000,7,1,1,"1",,
"TONDP","676",95000,200,0,20000,240000,46000,200000,13,1,1,"1",,
"TTO12","1868",95000,330,0,17000,155000,35000,155000,-4,1,1,"1",,
"TUNK5","216",120000,280,0,30000,200000,105000,200000,1,1,1,"1",,
"TUNTT","216",120000,280,0,30000,200000,105000,200000,1,1,1,"1",,
"TURTC","90",78000,700,0,16000,149000,49000,140000,2,1,1,"1",,
"TURTK","90",80000,700,0,22000,175000,65000,350000,2,1,1,"1",,
"TURTS","90",78000,700,0,16000,149000,49000,140000,2,1,1,"1",,
"TWNFE","886",52000,380,0,12000,59000,22000,60000,8,1,1,"1",,
"TWNLD","886",52000,380,0,12000,59000,22000,60000,8,1,1,"1",,
"TWNPC","886",52000,380,0,12000,59000,22000,60000,8,1,1,"1",,
"TWNTA","886",52000,380,0,12000,59000,22000,60000,8,1,1,"1",,
"TZAK9","255",65000,0,0,12000,130000,30000,120000,3,1,1,"1",,
"TZAVC","255",65000,400,0,12000,130000,30000,120000,3,1,1,"1",,
"UGACE","256",60000,650,0,12000,95000,25000,110000,3,1,1,"1",,
"UGAMN","256",60000,650,0,12000,95000,25000,110000,3,1,1,"1",,
"UKRK9","380",75000,0,0,11000,240000,36000,220000,3,1,1,"1",,
"UKRKS","380",75000,500,0,11000,240000,36000,220000,3,1,1,"1",,
"UKRUM","380",75000,500,0,11000,240000,36000,220000,3,1,1,"1",,
"URYAM","598",95000,520,0,15000,168000,35000,150000,-3,1,1,"1",,
"USACB","1",44000,330,0,12000,92000,46000,97000,-6,1,1,"1",,
"USACG","1",44000,330,0,12000,92000,46000,97000,-6,1,1,"1",,
"USACI","1",44000,330,0,12000,92000,46000,97000,-6,1,1,"1",,
"USAK8","1",44000,0,0,12000,92000,46000,97000,-6,1,1,"1",,
"USAW6","1",44000,330,0,12000,92000,46000,97000,-6,1,1,"1",,
"UZB07","998",95000,430,0,20000,240000,20000,235000,5,1,1,"1",,
"UZBDU","998",95000,430,0,20000,240000,20000,235000,5,1,1,"1",,
"VCTK9","1784",110000,0,0,18000,148000,38000,148000,-4,0,0,"1",,
"VEND2","58",102000,580,0,14000,125000,35000,180000,-4.3,1,1,"1",,
"VGBK9","1284",110000,0,0,18000,148000,38000,148000,-4,0,0,"1",,
"VNMBL","84",55000,420,0,12000,71000,12000,71000,7,1,1,"1",,
"VNMMO","84",55000,420,0,12000,71000,12000,71000,7,1,1,"1",,
"VNMVI","84",55000,420,0,12000,71000,12000,71000,7,1,1,"1",,
"VNMVM","84",55000,420,0,12000,71000,12000,71000,7,1,1,"1",,
"VNMVT","84",55000,420,0,12000,71000,12000,71000,7,1,1,"1",,
"VUTDP","678",100000,350,0,17000,100000,25000,100000,11,1,1,"1",,
"YEMYY","967",45000,0,0,9000,60000,11000,235000,3,0,0,"1",,
"ZAFCC","27",55000,130,0,7000,35000,18000,40000,2,1,1,"1",,
"ZAFMN","27",55000,130,0,7000,35000,18000,40000,2,1,1,"1",,
"ZAFVC","27",55000,130,0,7000,35000,18000,40000,2,1,1,"1",,
"GHAGT","233",115000,260,0,12000,75000,25000,110000,0,1,1,"1",,
"GRCQT","30",65000,430,0,13000,89000,23000,62000,3,1,1,"1",,
"GUYUM","592",110000,0,0,16000,135000,35000,135000,0,0,0,"1",,
"HKGBM","852",34000,550,0,16000,71000,13000,77000,8,1,1,"1",,
"HKGNW","852",34000,550,0,16000,71000,13000,77000,8,1,1,"1",,
